@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_24_28.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_24_28.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:53:34"
@ Model_directory %s "model/"
@ Q1 %le 0.5447564922682077
@ Q2 %le 0.6121689222775024
@ RMSbetabeat %le 0.3125022012689098
@ RescalingFactor %le 1.2192558016758637
@ FILENAME %s "getampbetax.out"
*                 NAME                    S                COUNT                 BETX              BETXSTD              BETXMDL               MUXMDL            DELTABETX              BETXRES           BETXSTDRES
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1       1.487051566332                    0            2.9087358            0.2203223     -0.4887636180874       1.813096249641                    0
                MQC2LE            2.2500008                    1       215.1118674564                    0          142.9688048            0.2410243      0.5046070207924       262.2763924055                    0
               MQLC3LE           12.9355133                    1        44.4071278498                    0           26.9933253            0.2616968      0.6451151296206       54.14364826663                    0
               MQLC7LE           27.2720861                    1       12.07564727155                    0            9.3764221            0.4721468      0.2878736838815       14.72330299483                    0
               MQLB1LE           55.2235731                    1       13.89535892054                    0           12.5617527            0.9879476      0.1061640244314       16.94199698024                    0
               MQLB4LE           77.1787307                    1       43.11175062097                    0           35.3516866            1.3202075      0.2195104326641       52.56425206502                    0
               MQLA2LE           98.9121927                    1       52.83109789276                    0           36.8830728            1.8242478      0.4323941548808       64.41462261466                    0
               MQLA5LE          119.0986538                    1       11.73000304935                    0           10.0415612            2.3120774      0.1681453526717       14.30187427159                    0
                MQD3E1          164.5639584                    1       9.473497224786                    0            7.4403317            3.0072166      0.2732627531628       11.55061645348                    0
                MQEAE4          230.8020191                    1       44.85598285144                    0           48.5050151            4.0807687    -0.07522999922874       54.69091733149                    0
                MQD3E4          270.0136808                    1       5.196958968597                    0            7.4403317            4.6861856       -0.30151515038       6.336422373533                    0
                MQEAE6          306.4724249                    1       38.16493507619                    0           48.5050151            5.2289045     -0.2131754830401       46.53281851223                    0
