@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_26_28.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_26_28.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:55:13"
@ Model_directory %s "model/"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ Q1 %le 0.5443286235935375
@ Q2 %le 0.6102921245218453
@ FILENAME %s "getCOy.out"
*                 NAME                    S                COUNT                    Y                 STDY                 YMDL               MUYMDL               DELTAY
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1       1.022353751401                  nan                  nan            0.2490992                  nan
                MQC2LE            2.2500008                    1      0.5082447063782                  nan                  nan            0.2499778                  nan
               MQLC7LE           27.2720861                    1       1.897490967759                  nan                  nan            0.7492946                  nan
               MQLB1LE           55.2235731                    1      0.4625863702089                  nan                  nan            1.2500394                  nan
               MQLA2LE           98.9121927                    1       0.628256777157                  nan                  nan            2.4533248                  nan
               MQLA5LE          119.0986538                    1      0.1219848693519                  nan                  nan              2.94926                  nan
                MQEAE4          230.8020191                    1      0.3451772770406                  nan                  nan            4.3815318                  nan
                MQD3E4          270.0136808                    1       1.327433463782                  nan                  nan            5.0411482                  nan
                MQEAE6          306.4724249                    1      0.9601024056528                  nan                  nan            5.5047961                  nan
              MQTATNE2          397.7476034                    1       0.816518824062                  nan                  nan            6.6685508                  nan
                MQEAE8          472.7108711                    1      -1.014317629665                  nan                  nan            7.7060253                  nan
                MQD3E8          511.9225329                    1     -0.1145716764249                  nan                  nan            8.3656416                  nan
               MQEAE11          597.0252838                    1        1.15797148987                  nan                  nan            9.6370935                  nan
               MQEAE13           881.197528                    1       1.495100753927                  nan                  nan           12.8899378                  nan
               MQD3E12          947.4355886                    1     0.07416969712021                  nan                  nan           13.8650143                  nan
               MQEAE18         1059.5647385                    1      0.8278010654077                  nan                  nan           15.4519265                  nan
              MQTANFE1         1107.5016074                    1      -0.136136138504                  nan                  nan           16.1739407                  nan
               MQD3E16         1189.3444407                    1       1.381019774012                  nan                  nan           17.1895078                  nan
               MQD3E18         1265.0148465                    1       1.432329297824                  nan                  nan            18.312772                  nan
                 MQI6E         1404.3012987                    1      0.1111040084567                  nan                  nan           20.2018289                  nan
                 MQI5E         1418.7440064                    1       1.099610868309                  nan                  nan           20.2546404                  nan
                 MQI4E         1424.1361014                    1      0.6985141687344                  nan                  nan           20.2734103                  nan
                 MQM2E         1564.3492168                    1     0.07439203550586                  nan                  nan           22.0286912                  nan
                 MQM7E         1608.8759522                    1       1.699296892571                  nan                  nan           22.6624348                  nan
               MQD3E21         1671.2575666                    1       2.294198481866                  nan                  nan           23.4501631                  nan
               MQEAE27         1710.4692283                    1     -0.6868668516258                  nan                  nan           24.1097794                  nan
               MQD3E23         1746.9279724                    1      -1.583847025763                  nan                  nan           24.5734273                  nan
               MQEAE29         1786.1396341                    1     -0.2418413868102                  nan                  nan           25.2330437                  nan
               MQD3E29         2065.4852081                    1      0.1958573595312                  nan                  nan           29.0338813                  nan
               MQEAE35         2104.6968698                    1     -0.3343483139113                  nan                  nan           29.6934976                  nan
               MQEAE37         2389.8065079                    1      0.6430090184592                  nan                  nan           33.3509534                  nan
               MQEAE39         2465.4769137                    1      0.1617480436976                  nan                  nan           34.4742177                  nan
               MQD3E33         2501.9356578                    1      0.6903184891696                  nan                  nan           34.9378656                  nan
              MQTAOTE1         2616.1355465                    1     0.07364791410908                  nan                  nan             36.64627                  nan
               MQEAE45         2784.0341494                    1      0.3111555200525                  nan                  nan           38.9346716                  nan
               MQLB1RE         2960.9918734                    1     -0.4339098769135                  nan                  nan           42.3540933                  nan
               MQLC7RE         2989.1433603                    1      0.8710867178089                  nan                  nan            42.854773                  nan
               MQLC3RE         3003.3799331                    1      -1.349959543447                  nan                  nan           43.3284036                  nan
                MQC2RE         3013.8146988                    1     -0.6140480245873                  nan                  nan           43.3540103                  nan
                MQC1RE         3015.7846995                    1      0.2435314738722                  nan                  nan           43.3550008                  nan
