@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_30_09.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_30_09.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:57:59"
@ Model_directory %s "model/"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ Q1 %le 0.5438700496288051
@ Q2 %le 0.608711454818491
@ FILENAME %s "getCOy.out"
*                 NAME                    S                COUNT                    Y                 STDY                 YMDL               MUYMDL               DELTAY
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1       1.030692282991                  nan                  nan            0.2490992                  nan
                MQC2LE            2.2500008                    1      0.4845744082185                  nan                  nan            0.2499778                  nan
               MQLC3LE           12.9355133                    1       1.237855506103                  nan                  nan            0.2953789                  nan
               MQLC7LE           27.2720861                    1        1.93933938034                  nan                  nan            0.7492946                  nan
               MQLB1LE           55.2235731                    1      0.4790220113976                  nan                  nan            1.2500394                  nan
               MQLB4LE           77.1787307                    1      0.5073381563623                  nan                  nan            1.9465966                  nan
               MQLA2LE           98.9121927                    1      0.5884144757141                  nan                  nan            2.4533248                  nan
               MQLA5LE          119.0986538                    1     0.08892813223559                  nan                  nan              2.94926                  nan
                MQD3E1          164.5639584                    1      0.3077289299767                  nan                  nan            3.4064553                  nan
                MQEAE4          230.8020191                    1      0.3762864422961                  nan                  nan            4.3815318                  nan
                MQD3E4          270.0136808                    1       1.295933386293                  nan                  nan            5.0411482                  nan
                MQEAE6          306.4724249                    1      0.9969910969485                  nan                  nan            5.5047961                  nan
              MQTATNE1          354.4092937                    1        1.25788563074                  nan                  nan            6.2268103                  nan
              MQTATNE2          397.7476034                    1      0.8278690126813                  nan                  nan            6.6685508                  nan
                MQEAE8          472.7108711                    1     -0.9762822410455                  nan                  nan            7.7060253                  nan
                MQD3E8          511.9225329                    1     -0.1082236980351                  nan                  nan            8.3656416                  nan
               MQEAE10          548.3812769                    1      0.4697357731414                  nan                  nan            8.8292895                  nan
               MQEAE11          597.0252838                    1       1.181701458729                  nan                  nan            9.6370935                  nan
               MQR2NE1          696.7698054                    1      -1.138360302976                  nan                  nan             10.85891                  nan
               MQFRNE3          753.3246054                    1      0.3589985783663                  nan                  nan           11.4337841                  nan
               MQDRNE5          781.6020054                    1      -0.258330937802                  nan                  nan           11.7122452                  nan
               MQEAE13           881.197528                    1       1.455955048699                  nan                  nan           12.8899378                  nan
               MQD3E12          947.4355886                    1     0.06684027513744                  nan                  nan           13.8650143                  nan
               MQEAE16          983.8943327                    1     -0.4338849728864                  nan                  nan           14.3286622                  nan
               MQD3E14         1023.1059944                    1     -0.1484452748417                  nan                  nan           14.9882786                  nan
               MQEAE18         1059.5647385                    1      0.8629747817659                  nan                  nan           15.4519265                  nan
              MQTANFE1         1107.5016074                    1     -0.1285120496195                  nan                  nan           16.1739407                  nan
               MQD3E16         1189.3444407                    1        1.40294324955                  nan                  nan           17.1895078                  nan
               MQEAE20         1225.8031848                    1     -0.2581785199937                  nan                  nan           17.6531557                  nan
               MQD3E18         1265.0148465                    1       1.430008128489                  nan                  nan            18.312772                  nan
               MQEAE22         1301.4735906                    1      0.2425253877299                  nan                  nan           18.7764199                  nan
               MQEAE23         1350.1175975                    1      0.1407818384121                  nan                  nan           19.5842239                  nan
                 MQI6E         1404.3012987                    1      0.1100651787207                  nan                  nan           20.2018289                  nan
                 MQI5E         1418.7440064                    1       1.102226364057                  nan                  nan           20.2546404                  nan
                 MQI4E         1424.1361014                    1      0.7098591432216                  nan                  nan           20.2734103                  nan
                MQX2RE         1494.6206604                    1       0.705724409955                  nan                  nan           21.2341795                  nan
                 MQM2E         1564.3492168                    1      0.0973151708188                  nan                  nan           22.0286912                  nan
                 MQM7E         1608.8759522                    1       1.695974283792                  nan                  nan           22.6624348                  nan
               MQD3E21         1671.2575666                    1       2.267356592146                  nan                  nan           23.4501631                  nan
               MQEAE27         1710.4692283                    1     -0.7201264311906                  nan                  nan           24.1097794                  nan
               MQD3E23         1746.9279724                    1      -1.608651743847                  nan                  nan           24.5734273                  nan
               MQEAE29         1786.1396341                    1     -0.2057948304539                  nan                  nan           25.2330437                  nan
               MQEAE30          1813.166033                    1      0.5107858896323                  nan                  nan           25.5485039                  nan
              MQTAFOE2         1905.3942301                    1      0.6039295248124                  nan                  nan           26.7136413                  nan
               MQEAE32         1980.3824571                    1      0.7979284303152                  nan                  nan           27.7624294                  nan
               MQD3E29         2065.4852081                    1      0.2064442391576                  nan                  nan           29.0338813                  nan
               MQEAE35         2104.6968698                    1     -0.3623751907771                  nan                  nan           29.6934976                  nan
               MQR2ORE         2203.8099939                    1      -1.258507888219                  nan                  nan           30.8555494                  nan
               MQDROE5         2288.3421939                    1      0.2838260020576                  nan                  nan           32.0959819                  nan
               MQEAE37         2389.8065079                    1      0.6638653569182                  nan                  nan           33.3509534                  nan
               MQD3E31          2426.265252                    1       28.93243625483                  nan                  nan           33.8146013                  nan
               MQEAE39         2465.4769137                    1      0.1266981410666                  nan                  nan           34.4742177                  nan
               MQD3E33         2501.9356578                    1      0.7020126071536                  nan                  nan           34.9378656                  nan
               MQEAE41         2541.1473195                    1      0.4479011592546                  nan                  nan           35.5974819                  nan
              MQTAOTE1         2616.1355465                    1     0.08351452772788                  nan                  nan             36.64627                  nan
              MQTAOTE2         2660.4019155                    1      0.9780765854427                  nan                  nan           37.0780795                  nan
               MQEAE44         2735.3901425                    1      0.4839946183092                  nan                  nan           38.1268676                  nan
               MQEAE45         2784.0341494                    1      0.3242856202835                  nan                  nan           38.9346716                  nan
               MQD3E40           2850.27221                    1      -1.157565739045                  nan                  nan           39.9097482                  nan
               MQLA2RE         2920.9780873                    1       1.529868091446                  nan                  nan           41.0885679                  nan
               MQLB8RE         2942.8131119                    1      0.5088108049775                  nan                  nan           41.6299859                  nan
               MQLB1RE         2960.9918734                    1     -0.4310876148609                  nan                  nan           42.3540933                  nan
               MQLC7RE         2989.1433603                    1      0.8705711283642                  nan                  nan            42.854773                  nan
               MQLC3RE         3003.3799331                    1      -1.370546143872                  nan                  nan           43.3284036                  nan
                MQC2RE         3013.8146988                    1     -0.5925040215696                  nan                  nan           43.3540103                  nan
                MQC1RE         3015.7846995                    1      0.2621398753172                  nan                  nan           43.3550008                  nan
