@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_30_09.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_30_09.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:57:59"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.5438700496288051
@ Q2F %le 0.608711454818491
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
             "MQLA2LE"           98.9121927                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1591880799579        0.21549446315     0.09471611823715      0.2238313869152                  nan                  nan                  nan                  nan
              "MQD3E1"          164.5639584                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan     0.09285927733983     0.03523308624227      0.5006385900128       0.206651418438                  nan                  nan                  nan                  nan
            "MQTATNE2"          397.7476034                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2347553573356     0.01139324505385      0.2867625181776     0.04230218096566                  nan                  nan                  nan                  nan
              "MQEAE8"          472.7108711                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7404398937484     0.02516960679664      0.7634308459267     0.01964104714458                  nan                  nan                  nan                  nan
             "MQFRNE3"          753.3246054                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan       0.339714286094     0.06760983095074      0.2254503433598     0.02659969282999                  nan                  nan                  nan                  nan
             "MQD3E18"         1265.0148465                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7970655073802      0.1675199980239      0.8258639158065     0.03001326572204                  nan                  nan                  nan                  nan
             "MQEAE22"         1301.4735906                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan       0.816114852228     0.03713083351748      0.7046207820816     0.06809439520753                  nan                  nan                  nan                  nan
               "MQI6E"         1404.3012987                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7457139971887      0.2025826324092      0.9255791802544     0.08048681385684                  nan                  nan                  nan                  nan
               "MQI5E"         1418.7440064                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3416787627432     0.02956982263499      0.2255593461711      0.1389579784147                  nan                  nan                  nan                  nan
               "MQM2E"         1564.3492168                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3754365502149     0.05103312335517      0.2799960743224      0.2112215970518                  nan                  nan                  nan                  nan
             "MQD3E23"         1746.9279724                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6900834078759     0.06384584389672      0.9255057758082      0.1086892916253                  nan                  nan                  nan                  nan
             "MQDROE5"         2288.3421939                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6896736641036     0.08114897377836      0.7040910437947     0.07495534324445                  nan                  nan                  nan                  nan
            "MQTAOTE1"         2616.1355465                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8177452419811     0.05700649594765      0.6222147373772     0.02923982779423                  nan                  nan                  nan                  nan
             "MQEAE44"         2735.3901425                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2178605408101     0.01839901765649      0.3376469728227      0.1033151809112                  nan                  nan                  nan                  nan
