@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_21_17.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_21_17.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:53:06"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.5438740040082745
@ Q2F %le 0.611119829297848
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
             "MQLB1LE"           55.2235731                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan       0.135795925066     0.07614202034234      0.3012913804223       0.198006593152                  nan                  nan                  nan                  nan
             "MQEAE18"         1059.5647385                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7996760524186     0.05466979682596      0.7418397689779      0.1227067736757                  nan                  nan                  nan                  nan
             "MQEAE20"         1225.8031848                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3347939645907      0.1149614498571      0.3345419250439       0.151274126359                  nan                  nan                  nan                  nan
               "MQM2E"         1564.3492168                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan       0.639601744743      0.1643736472834      0.9148310782407     0.06686196821371                  nan                  nan                  nan                  nan
             "MQD3E21"         1671.2575666                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.4492912267824     0.03451924765771      0.9430053679262      0.1302324509596                  nan                  nan                  nan                  nan
             "MQEAE27"         1710.4692283                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7213491898353     0.06067789033896      0.9312292390507      0.1878007595182                  nan                  nan                  nan                  nan
             "MQEAE30"          1813.166033                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2506133998166      0.1717724722288     0.08862770284079     0.08425929262754                  nan                  nan                  nan                  nan
            "MQTAFOE1"         1861.1278611                    1                  nan                    0                  nan                  nan                  nan                    0                  nan                  nan       0.999948305897     0.09313031218892      0.9247697388511     0.01820172854648                  nan                  nan                  nan                  nan
             "MQD3E29"         2065.4852081                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1123293364515    0.006146391814604      0.3312330101083     0.07641863260061                  nan                  nan                  nan                  nan
             "MQDROE5"         2288.3421939                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan     0.09043257944892      0.1299610040257      0.4166605483029      0.1436991527459                  nan                  nan                  nan                  nan
             "MQEAE39"         2465.4769137                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3033605613909      0.1555571913724      0.2513590227179     0.06009999612154                  nan                  nan                  nan                  nan
             "MQEAE41"         2541.1473195                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.0867213593075     0.02806302052195       0.519741676122      0.1364184737879                  nan                  nan                  nan                  nan
            "MQTAOTE2"         2660.4019155                    1                  nan                    0                  nan                  nan                  nan                    0                  nan                  nan      0.0180359801466      0.1114188595565      0.0300885947652     0.09092612012511                  nan                  nan                  nan                  nan
             "MQD3E40"           2850.27221                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.4287108059652      0.1707857173641      0.9860439607799     0.02565347598776                  nan                  nan                  nan                  nan
             "MQLB1RE"         2960.9918734                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7288876827157     0.06593101530354      0.6744157286295     0.07524143565346                  nan                  nan                  nan                  nan
             "MQLC3RE"         3003.3799331                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3236397916723      0.1248995904282      0.1693707810495      0.1122709368169                  nan                  nan                  nan                  nan
