@ ErrorsFrom: %s "Analytical N-BPM method"
@ RCond %le 1e-10
@ RangeOfBPMs %d 11
@ Measure_optics:version %s "0.2.0"
@ FILENAME %s "getbetay.out"
@ Model_directory %s "model/"
@ CALCULATION_TIME %s "0.94 s"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_21_17.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_21_17.sdds/'"
@ RMS_BETABEAT %s "185.885 %"
@ Date %s "14. June 2019, 13:53:06"
@ BetaAlgorithmVersion %s "2018.7.a"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
*                 NAME                    S              BETYMDL              ALFYMDL                 BETY             STATBETY              SYSBETY              ERRBETY                 ALFY             STATALFY              SYSALFY              ERRALFY                 CORR                NCOMB               BBEATY            DELTABETY
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                   %d                  %le                  %le
                MQC1LE            0.5300002           93.6285972         -176.6390896       2.078714014781                    0                    0       580.0415337881      -3.253359998692                    0                    0         3482.9370277                    0                    1     -0.9777983001247     -0.9777983001247
                MQC2LE            2.2500008          291.1407337             168.5324      -273.2964519987                    0                    0        1718.51376728      -2779.018387755                    0                    0        7738.10552442                    0                    2      -1.938709085896      -1.938709085896
               MQLC3LE           12.9355133            7.6774363            3.9602896      -2.299401219058                    0                    0       8.283952980692     -0.7148920408652                    0                    0       9.804782605894                    0                   18      -1.299501178415      -1.299501178415
               MQLC7LE           27.2720861          227.9670433            2.7768696       1915.642788182                    0                    0       1048.064336879        26.3904650635                    0                    0       29.02563077799                    0                    3        7.40315670393        7.40315670393
               MQLB1LE           55.2235731          227.9626232           -2.7726728      -173.7833094722                    0                    0       571.3667080674       1.442417259352                    0                    0       12.96188914303                    0                    4      -1.762332469388      -1.762332469388
               MQLB4LE           77.1787307           18.1118897           -5.8434664       4.982357495862                    0                    0       24.85396572848      -2.120080717883                    0                    0       17.04896512935                    0                   19     -0.7249123322641     -0.7249123322641
               MQLA2LE           98.9121927           17.1404258            6.7980612      -9.149077556995                    0                    0       21.72500488994      -2.349671534841                    0                    0       16.41257309606                    0                   16      -1.533771894803      -1.533771894803
               MQLA5LE          119.0986538          234.1217208           14.3138633       138.9813885074                    0                    0       318.7804276267      0.8600054452492                    0                    0       37.38060329558                    0                   14     -0.4063712327396     -0.4063712327396
                MQD3E1          164.5639584           20.9498176            1.7084092      -5.244471322151                    0                    0       20.27499483057      0.2802316296668                    0                    0       3.044934056134                    0                   21      -1.250334939534      -1.250334939534
                MQEAE4          230.8020191            7.6858431            1.2526734       28.34946847359                    0                    0       6.655234838579       4.148264686026                    0                    0       2.212394761941                    0                   22       2.688530731728       2.688530731728
