@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_25_10.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_25_10.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:54:30"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.5448470705451594
@ Q2F %le 0.6122711524306976
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
             "MQLC7LE"           27.2720861                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1894424963978     0.01233113941459      0.2578835993041     0.09138811805169                  nan                  nan                  nan                  nan
             "MQLA5LE"          119.0986538                    1                  nan                    0                  nan                  nan                  nan                    0                  nan                  nan      0.9016827339375     0.09496680658419       0.203903738066      0.0608783740195                  nan                  nan                  nan                  nan
            "MQTATNE1"          354.4092937                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7018185842058      0.2204436017575      0.8882065897825     0.04782076818908                  nan                  nan                  nan                  nan
             "MQFRNE3"          753.3246054                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8436619847918     0.02057614232729      0.7389203981646      0.1026045520382                  nan                  nan                  nan                  nan
             "MQEAE18"         1059.5647385                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7476494685526      0.1009867875198      0.8171235028997    0.003324395158817                  nan                  nan                  nan                  nan
             "MQD3E16"         1189.3444407                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.5702188367651   0.0009416231390315      0.8468238507563       0.127992313855                  nan                  nan                  nan                  nan
             "MQEAE22"         1301.4735906                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3731557946737    0.002193257317914      0.2211284819613      0.1546962327375                  nan                  nan                  nan                  nan
               "MQI5E"         1418.7440064                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan        0.65737036599     0.06455333436344      0.7178888327974      0.1242690003575                  nan                  nan                  nan                  nan
               "MQM2E"         1564.3492168                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6051105876385      0.2191769421478      0.8939542407571      0.2217684137067                  nan                  nan                  nan                  nan
             "MQD3E33"         2501.9356578                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.4008133746696   0.0004653561233139     0.06859599300687     0.04331963735846                  nan                  nan                  nan                  nan
             "MQEAE44"         2735.3901425                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7204217223054      0.1511108245126      0.8614607032743      0.0173128166144                  nan                  nan                  nan                  nan
             "MQEAE45"         2784.0341494                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan       0.305772776652     0.04991906821153      0.1640155127295     0.09731239945649                  nan                  nan                  nan                  nan
             "MQLB1RE"         2960.9918734                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7435731819685     0.04479015857527      0.6722811734099     0.07766683084299                  nan                  nan                  nan                  nan
             "MQLC7RE"         2989.1433603                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8839937802728      0.2134559778672      0.4184202168068      0.1179146834036                  nan                  nan                  nan                  nan
