@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_27_51.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_27_51.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:55:56"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.5435913236046915
@ Q2F %le 0.6106992661986484
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
             "MQLC3LE"           12.9355133                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6400530918779      0.1281068808534      0.6679919971545      0.1852560211091                  nan                  nan                  nan                  nan
             "MQLB4LE"           77.1787307                    1                  nan                    0                  nan                  nan                  nan                    0                  nan                  nan     0.04236557777296     0.05841131112364    0.008591446863685     0.01493539404819                  nan                  nan                  nan                  nan
              "MQEAE4"          230.8020191                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan       0.946150947568      0.0791652157942      0.6713948560079     0.09525589228371                  nan                  nan                  nan                  nan
              "MQEAE6"          306.4724249                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2519740972963     0.07711506063589      0.2267482252553     0.04477988345154                  nan                  nan                  nan                  nan
             "MQDRNE5"          781.6020054                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2626006083506      0.1513336695448       0.155791054561     0.01785727781368                  nan                  nan                  nan                  nan
             "MQEAE13"           881.197528                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.4207056909604      0.1125837763761     0.07616332085645      0.1071012897568                  nan                  nan                  nan                  nan
             "MQEAE18"         1059.5647385                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3663569274067       0.123928288965      0.9670695575319      0.1359335987489                  nan                  nan                  nan                  nan
             "MQEAE20"         1225.8031848                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2037903180659      0.1724215982228      0.1459614353905     0.06725080461591                  nan                  nan                  nan                  nan
              "MQX2RE"         1494.6206604                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6625568544042       0.114276343828       0.690148441831      0.1103062207005                  nan                  nan                  nan                  nan
               "MQM2E"         1564.3492168                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6421427441606     0.03571502716679       0.775045527121      0.1811533592772                  nan                  nan                  nan                  nan
            "MQTAOTE2"         2660.4019155                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2672902587562      0.1785144859865      0.1432816637191     0.02454877094947                  nan                  nan                  nan                  nan
             "MQEAE45"         2784.0341494                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8272234422953      0.1757703107409      0.7556979092294     0.03217598683206                  nan                  nan                  nan                  nan
             "MQLA2RE"         2920.9780873                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1981113132076     0.06284434379618      0.4538653783562      0.1829907916654                  nan                  nan                  nan                  nan
             "MQLB1RE"         2960.9918734                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3657167166914      0.1086786685189      0.2970211983065      0.1451215959823                  nan                  nan                  nan                  nan
             "MQLC3RE"         3003.3799331                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1092913090424     0.08443211106001      0.2108796727075      0.2186985678327                  nan                  nan                  nan                  nan
