@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_30_21.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_30_21.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:58:16"
@ Model_directory %s "model/"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ Q1 %le 0.5440298346613024
@ Q2 %le 0.6077041672656596
@ FILENAME %s "getCOy.out"
*                 NAME                    S                COUNT                    Y                 STDY                 YMDL               MUYMDL               DELTAY
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1       1.036177224837                  nan                  nan            0.2490992                  nan
                MQC2LE            2.2500008                    1      0.4980698090309                  nan                  nan            0.2499778                  nan
               MQLC3LE           12.9355133                    1       1.233950914957                  nan                  nan            0.2953789                  nan
               MQLC7LE           27.2720861                    1       1.944454716433                  nan                  nan            0.7492946                  nan
               MQLB1LE           55.2235731                    1      0.4870234207032                  nan                  nan            1.2500394                  nan
               MQLB4LE           77.1787307                    1      0.4836667974881                  nan                  nan            1.9465966                  nan
               MQLA2LE           98.9121927                    1      0.5679711193851                  nan                  nan            2.4533248                  nan
               MQLA5LE          119.0986538                    1     0.07807168863022                  nan                  nan              2.94926                  nan
                MQD3E1          164.5639584                    1      0.3173137044614                  nan                  nan            3.4064553                  nan
                MQEAE4          230.8020191                    1        0.37779701991                  nan                  nan            4.3815318                  nan
                MQD3E4          270.0136808                    1       1.294370354202                  nan                  nan            5.0411482                  nan
                MQEAE6          306.4724249                    1       1.010287758804                  nan                  nan            5.5047961                  nan
              MQTATNE1          354.4092937                    1       1.258098187619                  nan                  nan            6.2268103                  nan
              MQTATNE2          397.7476034                    1      0.8271815683342                  nan                  nan            6.6685508                  nan
                MQEAE8          472.7108711                    1     -0.9758536313907                  nan                  nan            7.7060253                  nan
                MQD3E8          511.9225329                    1     -0.1194527138503                  nan                  nan            8.3656416                  nan
               MQEAE10          548.3812769                    1       0.467722097231                  nan                  nan            8.8292895                  nan
               MQEAE11          597.0252838                    1        1.17879407909                  nan                  nan            9.6370935                  nan
               MQR2NE1          696.7698054                    1      -1.129441103502                  nan                  nan             10.85891                  nan
               MQFRNE3          753.3246054                    1      0.3515091964881                  nan                  nan           11.4337841                  nan
               MQDRNE5          781.6020054                    1     -0.2563438387109                  nan                  nan           11.7122452                  nan
               MQEAE13           881.197528                    1       1.453900138194                  nan                  nan           12.8899378                  nan
               MQD3E12          947.4355886                    1     0.06646122831017                  nan                  nan           13.8650143                  nan
               MQEAE16          983.8943327                    1     -0.4289881559208                  nan                  nan           14.3286622                  nan
               MQD3E14         1023.1059944                    1     -0.1416720835227                  nan                  nan           14.9882786                  nan
               MQEAE18         1059.5647385                    1      0.8691661095798                  nan                  nan           15.4519265                  nan
              MQTANFE1         1107.5016074                    1     -0.1339792162686                  nan                  nan           16.1739407                  nan
               MQD3E16         1189.3444407                    1       1.401645003777                  nan                  nan           17.1895078                  nan
               MQEAE20         1225.8031848                    1     -0.2619083671862                  nan                  nan           17.6531557                  nan
               MQD3E18         1265.0148465                    1        1.43475661033                  nan                  nan            18.312772                  nan
               MQEAE22         1301.4735906                    1       0.248680060349                  nan                  nan           18.7764199                  nan
                 MQI6E         1404.3012987                    1      0.1114258203856                  nan                  nan           20.2018289                  nan
                 MQI5E         1418.7440064                    1       1.102375396198                  nan                  nan           20.2546404                  nan
                 MQI4E         1424.1361014                    1      0.7165322286643                  nan                  nan           20.2734103                  nan
                MQX2RE         1494.6206604                    1      0.7117491136818                  nan                  nan           21.2341795                  nan
                 MQM2E         1564.3492168                    1     0.09904166063261                  nan                  nan           22.0286912                  nan
                 MQM7E         1608.8759522                    1       1.692295121711                  nan                  nan           22.6624348                  nan
               MQEAE25         1634.7988225                    1       34.29816419545                  nan                  nan           22.9865152                  nan
               MQD3E21         1671.2575666                    1       2.279277046373                  nan                  nan           23.4501631                  nan
               MQEAE27         1710.4692283                    1     -0.7132391727614                  nan                  nan           24.1097794                  nan
               MQD3E23         1746.9279724                    1      -1.600709840845                  nan                  nan           24.5734273                  nan
