@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_28_04.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_28_04.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:56:13"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.543623622071511
@ Q2F %le 0.6115816841649075
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
             "MQLC7LE"           27.2720861                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1877859672837      0.1344073699336      0.3357197821825     0.09268694730272                  nan                  nan                  nan                  nan
             "MQLB1LE"           55.2235731                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8518842797575      0.1317786732857      0.6647597971814      0.1655782744004                  nan                  nan                  nan                  nan
             "MQLB4LE"           77.1787307                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1002382093113    0.005183755601129      0.5036648208661      0.1640447888496                  nan                  nan                  nan                  nan
             "MQLA5LE"          119.0986538                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3451589539324      0.1787290217245      0.9374906504324      0.1874891092329                  nan                  nan                  nan                  nan
              "MQEAE4"          230.8020191                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8953102480157     0.03245096724969      0.6909547683656      0.1839598215458                  nan                  nan                  nan                  nan
              "MQD3E4"          270.0136808                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1925588952239      0.1947939488727      0.3171623447916      0.2202144069466                  nan                  nan                  nan                  nan
            "MQTATNE2"          397.7476034                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1195975077038      0.1376995290937      0.4126178293862      0.2102946981426                  nan                  nan                  nan                  nan
             "MQEAE13"           881.197528                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3056602992806      0.1098063775848      0.2494447869133     0.02432391750709                  nan                  nan                  nan                  nan
             "MQEAE16"          983.8943327                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.5894353933574       0.026978704623      0.0189862444045      0.1417219850399                  nan                  nan                  nan                  nan
            "MQTANFE1"         1107.5016074                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2212748650803     0.03202121060978        0.22750851513     0.04107040243669                  nan                  nan                  nan                  nan
             "MQEAE22"         1301.4735906                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8410020040031      0.0729845547433      0.7000947223163      0.1448352790344                  nan                  nan                  nan                  nan
             "MQEAE23"         1350.1175975                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2744365744017     0.05951215794895      0.2723502210745    0.007989135798947                  nan                  nan                  nan                  nan
              "MQX2RE"         1494.6206604                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan       0.649556678045    0.009791201217482      0.7718387625454      0.1341128577189                  nan                  nan                  nan                  nan
            "MQTAFOE2"         1905.3942301                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8009909502181      0.1067397800621      0.7088669413202       0.124356251007                  nan                  nan                  nan                  nan
             "MQD3E33"         2501.9356578                    1                  nan                    0                  nan                  nan                  nan                    0                  nan                  nan      0.5710897454955     0.09616917871915      0.7603288437737      0.2250051405562                  nan                  nan                  nan                  nan
             "MQEAE45"         2784.0341494                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.9352631701496      0.1630908479043      0.6989043245775     0.04937753184589                  nan                  nan                  nan                  nan
             "MQD3E40"           2850.27221                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8829436049188     0.09846663341619      0.5237170823831     0.03958197565413                  nan                  nan                  nan                  nan
             "MQLB8RE"         2942.8131119                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1699777423862      0.1884002405938      0.1526597320705     0.09983449372628                  nan                  nan                  nan                  nan
             "MQLC7RE"         2989.1433603                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3932986220487       0.123696289566      0.2117490184669     0.03575114438032                  nan                  nan                  nan                  nan
              "MQC2RE"         3013.8146988                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7772562204411      0.1754058942737      0.4927064738209      0.2241684701652                  nan                  nan                  nan                  nan
