@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_21_06.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_21_06.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:52:53"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.5438097870082689
@ Q2F %le 0.6116521568860855
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
             "MQLB1LE"           55.2235731                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1472458416065     0.03622930116364      0.2744599165239      0.1716504352842                  nan                  nan                  nan                  nan
            "MQTATNE1"          354.4092937                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6680965921695     0.02799785399526      0.7783723955036      0.1115434039598                  nan                  nan                  nan                  nan
            "MQTATNE2"          397.7476034                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6990389328512     0.02379048740634      0.8422095037067     0.03490752369445                  nan                  nan                  nan                  nan
             "MQFRNE3"          753.3246054                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6721783189523      0.0699919872737      0.7979831341446      0.1197563228533                  nan                  nan                  nan                  nan
             "MQEAE22"         1301.4735906                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2569213487636      0.2167332635202      0.3410583609198     0.03422132802589                  nan                  nan                  nan                  nan
               "MQI5E"         1418.7440064                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8561530598918     0.04678305016605      0.7700580505496      0.1500759746337                  nan                  nan                  nan                  nan
              "MQX2RE"         1494.6206604                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1921278207362      0.0256521439791      0.2348155790525     0.08102662379582                  nan                  nan                  nan                  nan
               "MQM2E"         1564.3492168                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8107146003882     0.06320038622779      0.8205940844245       0.138398178299                  nan                  nan                  nan                  nan
            "MQTAFOE1"         1861.1278611                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8287504729846      0.1792676888064      0.8390927253081     0.09042391975933                  nan                  nan                  nan                  nan
            "MQTAFOE2"         1905.3942301                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3285979564062     0.02658947960548      0.2844067566018      0.1514998647822                  nan                  nan                  nan                  nan
             "MQEAE37"         2389.8065079                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1833455047857     0.02072440598115      0.1920855614859      0.1860962720081                  nan                  nan                  nan                  nan
            "MQTAOTE1"         2616.1355465                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8920413024831      0.1147058563794      0.5750125390064      0.1813898704065                  nan                  nan                  nan                  nan
             "MQLB8RE"         2942.8131119                    1                  nan                    0                  nan                  nan                  nan                    0                  nan                  nan      0.4633658599901      0.1785351914718      0.3326528483832      0.1576689847481                  nan                  nan                  nan                  nan
             "MQLB1RE"         2960.9918734                    1                  nan                    0                  nan                  nan                  nan                    0                  nan                  nan      0.7933347030573      0.1226316643894      0.5244793657349     0.05133690344332                  nan                  nan                  nan                  nan
