@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_21_06.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_21_06.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:52:53"
@ Model_directory %s "model/"
@ Q1 %le 0.5438097870082689
@ Q2 %le 0.6116521568860855
@ RMSbetabeat %le 1.7017402478085808
@ RescalingFactor %le -0.7485649461209237
@ FILENAME %s "getampbetay.out"
*                 NAME                    S                COUNT                 BETY              BETYSTD              BETYMDL               MUYMDL            DELTABETY              BETYRES           BETYSTDRES
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1       2.437430402783                    0           93.6285972            0.2490992      -0.973967030633      -1.824574958133                   -0
                MQC2LE            2.2500008                    1       30.94842133759                    0          291.1407337            0.2499778     -0.8936994458169       -23.1669033511                   -0
               MQLC3LE           12.9355133                    1        41.4277007338                    0            7.6774363            0.2953789       4.396033143746      -31.01132456771                   -0
               MQLC7LE           27.2720861                    1        27.9207162153                    0          227.9670433            0.7492946     -0.8775230146817      -20.90046942937                   -0
               MQLB1LE           55.2235731                    1       32.83738487528                    0          227.9626232            1.2500394     -0.8559527679831      -24.58091523992                   -0
               MQLB4LE           77.1787307                    1       28.01799203777                    0           18.1118897            1.9465966      0.5469391930857      -20.97328670017                   -0
               MQLA2LE           98.9121927                    1       2.466750728554                    0           17.1404258            2.4533248     -0.8560857963894      -1.846523126214                   -0
               MQLA5LE          119.0986538                    1       7.164219781925                    0          234.1217208              2.94926     -0.9693995936924      -5.362883795055                   -0
                MQD3E1          164.5639584                    1      0.2989094284873                    0           20.9498176            3.4064553     -0.9857321226278     -0.2237531202306                   -0
                MQEAE4          230.8020191                    1      0.8852089895125                    0            7.6858431            4.3815318     -0.8848260395125     -0.6626364195402                   -0
                MQD3E4          270.0136808                    1       2.652177495132                    0           20.9498176            5.0411482     -0.8734033132999      -1.985327103746                   -0
