@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_21_06.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_21_06.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:52:53"
@ Model_directory %s "model/"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ Q1 %le 0.5438097870082689
@ Q2 %le 0.6116521568860855
@ FILENAME %s "getCOx.out"
*                 NAME                    S                COUNT                    X                 STDX                 XMDL               MUXMDL               DELTAX
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1      -1.274385427289                  nan                  nan            0.2203223                  nan
                MQC2LE            2.2500008                    1     0.09099444235107                  nan                  nan            0.2410243                  nan
               MQLC3LE           12.9355133                    1      0.5499414267592                  nan                  nan            0.2616968                  nan
               MQLC7LE           27.2720861                    1     -0.5204275434227                  nan                  nan            0.4721468                  nan
               MQLB1LE           55.2235731                    1     -0.3587452025288                  nan                  nan            0.9879476                  nan
               MQLB4LE           77.1787307                    1     -0.2848794119421                  nan                  nan            1.3202075                  nan
               MQLA2LE           98.9121927                    1      0.4546660974487                  nan                  nan            1.8242478                  nan
               MQLA5LE          119.0986538                    1    -0.05893999279835                  nan                  nan            2.3120774                  nan
                MQD3E1          164.5639584                    1      0.6707898549756                  nan                  nan            3.0072166                  nan
                MQEAE4          230.8020191                    1     -0.7365897609763                  nan                  nan            4.0807687                  nan
                MQD3E4          270.0136808                    1      0.3109686815956                  nan                  nan            4.6861856                  nan
                MQEAE6          306.4724249                    1     -0.7566230550118                  nan                  nan            5.2289045                  nan
              MQTATNE1          354.4092937                    1      0.1367853988536                  nan                  nan            5.9292318                  nan
              MQTATNE2          397.7476034                    1      0.3416018834792                  nan                  nan            6.4015278                  nan
                MQEAE8          472.7108711                    1      -1.084914212408                  nan                  nan            7.5699902                  nan
                MQD3E8          511.9225329                    1      0.2708832040909                  nan                  nan            8.1754072                  nan
               MQEAE10          548.3812769                    1     -0.2642933444573                  nan                  nan             8.718126                  nan
               MQEAE11          597.0252838                    1     -0.1403241107204                  nan                  nan            9.3981267                  nan
               MQR2NE1          696.7698054                    1      -1.360257427389                  nan                  nan           10.9206195                  nan
               MQFRNE3          753.3246054                    1      -1.529829175188                  nan                  nan           11.5379038                  nan
               MQDRNE5          781.6020054                    1      0.1342460031094                  nan                  nan            11.856421                  nan
               MQEAE13           881.197528                    1     -0.6134449608371                  nan                  nan           13.2020923                  nan
               MQD3E12          947.4355886                    1      -1.528105496148                  nan                  nan           14.2756444                  nan
               MQEAE16          983.8943327                    1     -0.1201537097587                  nan                  nan           14.8183633                  nan
               MQD3E14         1023.1059944                    1     -0.8652309765383                  nan                  nan           15.4237802                  nan
               MQEAE18         1059.5647385                    1     0.03897167120153                  nan                  nan           15.9664991                  nan
              MQTANFE1         1107.5016074                    1       1.200770266518                  nan                  nan           16.6668263                  nan
               MQD3E16         1189.3444407                    1     -0.6446771767384                  nan                  nan            17.764866                  nan
               MQEAE20         1225.8031848                    1     -0.4473066095659                  nan                  nan           18.3075848                  nan
               MQD3E18         1265.0148465                    1     -0.5197485877371                  nan                  nan           18.9130018                  nan
