@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_21_06.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_21_06.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:52:53"
@ Model_directory %s "model/"
@ TABLE %s "ORBIT"
@ TYPE %s "ORBIT"
@ Q1 %le 0.5438097870082689
@ Q2 %le 0.6116521568860855
@ FILENAME %s "getCOy.out"
*                 NAME                    S                COUNT                    Y                 STDY                 YMDL               MUYMDL               DELTAY
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1       1.036276987094                  nan                  nan            0.2490992                  nan
                MQC2LE            2.2500008                    1        0.47160580094                  nan                  nan            0.2499778                  nan
               MQLC3LE           12.9355133                    1       1.212133744022                  nan                  nan            0.2953789                  nan
               MQLC7LE           27.2720861                    1       1.890795831941                  nan                  nan            0.7492946                  nan
               MQLB1LE           55.2235731                    1      0.4191515866236                  nan                  nan            1.2500394                  nan
               MQLB4LE           77.1787307                    1      0.6192988136568                  nan                  nan            1.9465966                  nan
               MQLA2LE           98.9121927                    1       0.725436545973                  nan                  nan            2.4533248                  nan
               MQLA5LE          119.0986538                    1      0.1284338693899                  nan                  nan              2.94926                  nan
                MQD3E1          164.5639584                    1       0.319001988464                  nan                  nan            3.4064553                  nan
                MQEAE4          230.8020191                    1      0.3587100982465                  nan                  nan            4.3815318                  nan
                MQD3E4          270.0136808                    1       1.340256912031                  nan                  nan            5.0411482                  nan
                MQEAE6          306.4724249                    1      0.9279176462731                  nan                  nan            5.5047961                  nan
              MQTATNE1          354.4092937                    1       1.251459481941                  nan                  nan            6.2268103                  nan
              MQTATNE2          397.7476034                    1      0.8188294504252                  nan                  nan            6.6685508                  nan
                MQEAE8          472.7108711                    1      -1.042357967434                  nan                  nan            7.7060253                  nan
                MQD3E8          511.9225329                    1     -0.1047453677723                  nan                  nan            8.3656416                  nan
               MQEAE10          548.3812769                    1      0.4982246097549                  nan                  nan            8.8292895                  nan
               MQEAE11          597.0252838                    1       1.159630387994                  nan                  nan            9.6370935                  nan
               MQR2NE1          696.7698054                    1     -0.9646517125813                  nan                  nan             10.85891                  nan
               MQFRNE3          753.3246054                    1      0.3653428312046                  nan                  nan           11.4337841                  nan
               MQDRNE5          781.6020054                    1     -0.2480895936547                  nan                  nan           11.7122452                  nan
               MQEAE13           881.197528                    1       1.510320261681                  nan                  nan           12.8899378                  nan
               MQD3E12          947.4355886                    1     0.08692906539759                  nan                  nan           13.8650143                  nan
               MQEAE16          983.8943327                    1     -0.4328940031843                  nan                  nan           14.3286622                  nan
               MQD3E14         1023.1059944                    1     -0.1715897914755                  nan                  nan           14.9882786                  nan
               MQEAE18         1059.5647385                    1      0.8064041781391                  nan                  nan           15.4519265                  nan
              MQTANFE1         1107.5016074                    1     -0.1493875334245                  nan                  nan           16.1739407                  nan
               MQD3E16         1189.3444407                    1       1.403045724512                  nan                  nan           17.1895078                  nan
               MQEAE20         1225.8031848                    1       -0.24682254084                  nan                  nan           17.6531557                  nan
               MQD3E18         1265.0148465                    1        1.44899489975                  nan                  nan            18.312772                  nan
               MQEAE22         1301.4735906                    1      0.2484379861832                  nan                  nan           18.7764199                  nan
               MQEAE23         1350.1175975                    1     0.09094646592288                  nan                  nan           19.5842239                  nan
                 MQI6E         1404.3012987                    1      0.1020628440556                  nan                  nan           20.2018289                  nan
                 MQI5E         1418.7440064                    1       1.104709513332                  nan                  nan           20.2546404                  nan
                 MQI4E         1424.1361014                    1      0.6776055618559                  nan                  nan           20.2734103                  nan
                MQX2RE         1494.6206604                    1      0.6781384453227                  nan                  nan           21.2341795                  nan
                 MQM2E         1564.3492168                    1     0.05354002210095                  nan                  nan           22.0286912                  nan
                 MQM7E         1608.8759522                    1       1.706568091496                  nan                  nan           22.6624348                  nan
               MQD3E21         1671.2575666                    1       2.284358063782                  nan                  nan           23.4501631                  nan
               MQEAE27         1710.4692283                    1     -0.7101222609305                  nan                  nan           24.1097794                  nan
               MQD3E23         1746.9279724                    1      -1.588398381291                  nan                  nan           24.5734273                  nan
               MQEAE29         1786.1396341                    1     -0.2433923601619                  nan                  nan           25.2330437                  nan
               MQEAE30          1813.166033                    1      0.5999330706853                  nan                  nan           25.5485039                  nan
              MQTAFOE1         1861.1278611                    1     -0.5790814852926                  nan                  nan           26.2818318                  nan
              MQTAFOE2         1905.3942301                    1      0.5756861502001                  nan                  nan           26.7136413                  nan
               MQEAE32         1980.3824571                    1      0.7921265110055                  nan                  nan           27.7624294                  nan
               MQD3E29         2065.4852081                    1      0.1893059135077                  nan                  nan           29.0338813                  nan
               MQEAE35         2104.6968698                    1     -0.3273492870666                  nan                  nan           29.6934976                  nan
               MQR2ORE         2203.8099939                    1      -1.167769390949                  nan                  nan           30.8555494                  nan
               MQDROE5         2288.3421939                    1      0.2997981845481                  nan                  nan           32.0959819                  nan
               MQEAE37         2389.8065079                    1      0.6087064543772                  nan                  nan           33.3509534                  nan
               MQEAE39         2465.4769137                    1      0.2132415682623                  nan                  nan           34.4742177                  nan
               MQD3E33         2501.9356578                    1      0.6859618205603                  nan                  nan           34.9378656                  nan
               MQEAE41         2541.1473195                    1       0.450110968084                  nan                  nan           35.5974819                  nan
              MQTAOTE1         2616.1355465                    1     0.09803463640013                  nan                  nan             36.64627                  nan
              MQTAOTE2         2660.4019155                    1      0.9558072607054                  nan                  nan           37.0780795                  nan
               MQEAE44         2735.3901425                    1      0.4378514380519                  nan                  nan           38.1268676                  nan
               MQEAE45         2784.0341494                    1      0.2855445467181                  nan                  nan           38.9346716                  nan
               MQD3E40           2850.27221                    1      -1.121601785593                  nan                  nan           39.9097482                  nan
               MQLA2RE         2920.9780873                    1       1.503684893447                  nan                  nan           41.0885679                  nan
               MQLB8RE         2942.8131119                    1      0.5851851322941                  nan                  nan           41.6299859                  nan
               MQLB1RE         2960.9918734                    1     -0.4133052080164                  nan                  nan           42.3540933                  nan
               MQLC7RE         2989.1433603                    1      0.8551904398449                  nan                  nan            42.854773                  nan
               MQLC3RE         3003.3799331                    1      -1.318868786543                  nan                  nan           43.3284036                  nan
                MQC2RE         3013.8146988                    1     -0.6273381908272                  nan                  nan           43.3540103                  nan
                MQC1RE         3015.7846995                    1      0.2407376765883                  nan                  nan           43.3550008                  nan
