@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_26_17.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_26_17.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:54:59"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.5442974362643452
@ Q2F %le 0.6101542641987897
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
             "MQLC7LE"           27.2720861                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1386586906054     0.01024186519157      0.2407548721274      0.1943225487023                  nan                  nan                  nan                  nan
             "MQLA2LE"           98.9121927                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8256006776443      0.1771825834281      0.5290832994123     0.05655222283206                  nan                  nan                  nan                  nan
              "MQD3E1"          164.5639584                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7481746617681      0.1161322502703      0.7253413329219     0.07208204400989                  nan                  nan                  nan                  nan
             "MQEAE10"          548.3812769                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2752258999784    0.005043786250151      0.2021056333826     0.03744070779769                  nan                  nan                  nan                  nan
             "MQEAE18"         1059.5647385                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8240528962948      0.1158156565886      0.6862402455504      0.1348877797133                  nan                  nan                  nan                  nan
               "MQI5E"         1418.7440064                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6224214039189     0.04081620899702      0.7309090913974      0.2064104183949                  nan                  nan                  nan                  nan
            "MQTAFOE2"         1905.3942301                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2675664893114      0.2146988547744      0.3874350597068     0.04846926516627                  nan                  nan                  nan                  nan
             "MQD3E33"         2501.9356578                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.4127208462256       0.144903119712      0.1129521561397     0.09801037742858                  nan                  nan                  nan                  nan
             "MQEAE44"         2735.3901425                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.6370125136467      0.1870747015451      0.9122940120269     0.09085263567042                  nan                  nan                  nan                  nan
             "MQLB1RE"         2960.9918734                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7416974417888    0.009567501217268      0.6947737341399     0.08386876035367                  nan                  nan                  nan                  nan
             "MQLC7RE"         2989.1433603                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8986999286784     0.06235706901857      0.5404954590149     0.02526466725397                  nan                  nan                  nan                  nan
