@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_21_34.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_21_34.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:53:20"
@ Model_directory %s "model/"
@ Q1 %le 0.5437808804848574
@ Q2 %le 0.6115570461001769
@ FILENAME %s "getphasetotx.out"
*                    S               MUXMDL                 NAME                NAME2                   S2               PHASEX               STDPHX               PHXMDL          DELTAPHASEX
$                  %le                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le
             0.5300002            0.2203223               MQC1LE               MQC1LE            0.5300002                    0                  nan                    0                    0
             2.2500008            0.2410243               MQC2LE               MQC1LE            0.5300002      0.0207645687999                  nan             0.020702   6.256879990002e-05
            12.9355133            0.2616968              MQLC3LE               MQC1LE            0.5300002      0.0409747256639                  nan            0.0413745  -0.0003997743360999
            27.2720861            0.4721468              MQLC7LE               MQC1LE            0.5300002      0.2503999705686                  nan            0.2518245     -0.0014245294314
            55.2235731            0.9879476              MQLB1LE               MQC1LE            0.5300002      0.7654925538847                  nan            0.7676253     -0.0021327461153
            77.1787307            1.3202075              MQLB4LE               MQC1LE            0.5300002      0.0965956027858                  nan            0.0998852     -0.0032895972142
            98.9121927            1.8242478              MQLA2LE               MQC1LE            0.5300002      0.6013929477488                  nan            0.6039255     -0.0025325522512
           119.0986538            2.3120774              MQLA5LE               MQC1LE            0.5300002      0.0885356960789                  nan            0.0917551     -0.0032194039211
           164.5639584            3.0072166               MQD3E1               MQC1LE            0.5300002      0.7793382837494                  nan            0.7868943     -0.0075560162506
           230.8020191            4.0807687               MQEAE4               MQC1LE            0.5300002      0.8481874251047                  nan            0.8604464     -0.0122589748953
           270.0136808            4.6861856               MQD3E4               MQC1LE            0.5300002      0.4562474347784                  nan            0.4658633    -0.00961586522156
           306.4724249            5.2289045               MQEAE6               MQC1LE            0.5300002      0.9994796317386                  nan    0.008582199999999   -0.009102568261399
           354.4092937            5.9292318             MQTATNE1               MQC1LE            0.5300002      0.6988482821478                  nan            0.7089095     -0.0100612178522
           397.7476034            6.4015278             MQTATNE2               MQC1LE            0.5300002      0.1713922476273                  nan            0.1812055     -0.0098132523727
           472.7108711            7.5699902               MQEAE8               MQC1LE            0.5300002      0.3411641123719                  nan            0.3496679    -0.00850378762805
           511.9225329            8.1754072               MQD3E8               MQC1LE            0.5300002      0.9478715456569                  nan            0.9550849     -0.0072133543431
           548.3812769             8.718126              MQEAE10               MQC1LE            0.5300002       0.491080798392                  nan            0.4978037    -0.00672290160797
           597.0252838            9.3981267              MQEAE11               MQC1LE            0.5300002      0.1693098337516                  nan            0.1778044   -0.008494566248401
           696.7698054           10.9206195              MQR2NE1               MQC1LE            0.5300002      0.6896680949438                  nan            0.7002972     -0.0106291050562
           753.3246054           11.5379038              MQFRNE3               MQC1LE            0.5300002      0.3089029439123                  nan            0.3175815   -0.008678556087701
           781.6020054            11.856421              MQDRNE5               MQC1LE            0.5300002      0.6300655094523                  nan            0.6360987     -0.0060331905477
