@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_21_34.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_21_34.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:53:20"
@ Model_directory %s "model/"
@ Q1 %le 0.5437808804848574
@ Q2 %le 0.6115570461001769
@ RMSbetabeat %le 1.4172530525799678
@ RescalingFactor %le -0.28171830914692747
@ FILENAME %s "getampbetay.out"
*                 NAME                    S                COUNT                 BETY              BETYSTD              BETYMDL               MUYMDL            DELTABETY              BETYRES           BETYSTDRES
$                   %s                  %le                   %d                  %le                  %le                  %le                  %le                  %le                  %le                  %le
                MQC1LE            0.5300002                    1      0.6487679777769                    0           93.6285972            0.2490992     -0.9930708352237      -0.182769817728                   -0
                MQC2LE            2.2500008                    1       1.147330376106                    0          291.1407337            0.2499778     -0.9960591897893     -0.3232239735896                   -0
               MQLC3LE           12.9355133                    1       22.54908107056                    0            7.6774363            0.2953789       1.937058698951      -6.352488992015                   -0
               MQLC7LE           27.2720861                    1       19.35944182987                    0          227.9670433            0.7492946     -0.9150778921829      -5.453909218338                   -0
               MQLB4LE           77.1787307                    1       9.997210957463                    0           18.1118897            1.9465966     -0.4480304858823      -2.816397367122                   -0
               MQLA2LE           98.9121927                    1       3.777169283952                    0           17.1404258            2.4533248      -0.779633870942      -1.064097744037                   -0
               MQLA5LE          119.0986538                    1       2.815931955829                    0          234.1217208              2.94926     -0.9879723592232     -0.7932995892689                   -0
                MQD3E1          164.5639584                    1       2.838065366486                    0           20.9498176            3.4064553     -0.8645303066273     -0.7995349762948                   -0
                MQEAE4          230.8020191                    1       5.584341174434                    0            7.6858431            4.3815318     -0.2734250359035      -1.573211153361                   -0
                MQD3E4          270.0136808                    1       6.435956591794                    0           20.9498176            5.0411482     -0.6927917600679      -1.813126808783                   -0
                MQEAE6          306.4724249                    1       23.06343479061                    0            7.6858431            5.5047961       2.000768359506      -6.497391852331                   -0
              MQTATNE1          354.4092937                    1       1.467313299263                    0           14.5078121            6.2268103     -0.8988604698524     -0.4133690216573                   -0
              MQTATNE2          397.7476034                    1       19.49959686813                    0           14.5078121            6.6685508      0.3440756424001      -5.493393458736                   -0
                MQEAE8          472.7108711                    1       4.057762658992                    0            7.6858431            7.7060253     -0.4720471643518      -1.143146035211                   -0
