@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_20_58.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_20_58.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:52:39"
@ Model_directory %s "model/"
@ Q1 %le 0.5438468038222201
@ Q2 %le 0.6114706137172647
@ FILENAME %s "getphasex.out"
*                    S               MUXMDL                 NAME                NAME2                   S2               PHASEX               STDPHX               PHXMDL          DELTAPHASEX
$                  %le                  %le                   %s                   %s                  %le                  %le                  %le                  %le                  %le
             0.5300002            0.2203223               MQC1LE               MQC2LE            2.2500008      0.0184337715712                  nan             0.020702     -0.0022682284288
             2.2500008            0.2410243               MQC2LE              MQLC3LE           12.9355133      0.0204007695344                  nan            0.0206725     -0.0002717304656
            12.9355133            0.2616968              MQLC3LE              MQLC7LE           27.2720861      0.2085839772914                  nan              0.21045     -0.0018660227086
            27.2720861            0.4721468              MQLC7LE              MQLB1LE           55.2235731      0.5170489298157                  nan            0.5158008      0.0012481298157
            55.2235731            0.9879476              MQLB1LE              MQLB4LE           77.1787307      0.3302266906021                  nan            0.3322599     -0.0020332093979
            77.1787307            1.3202075              MQLB4LE              MQLA2LE           98.9121927      0.5051461723878                  nan            0.5040403      0.0011058723878
            98.9121927            1.8242478              MQLA2LE              MQLA5LE          119.0986538      0.4862003881049                  nan            0.4878296     -0.0016292118951
           119.0986538            2.3120774              MQLA5LE               MQD3E1          164.5639584      0.6898403313407                  nan            0.6951392     -0.0052988686593
           164.5639584            3.0072166               MQD3E1               MQEAE4          230.8020191      0.0704036214513                  nan            0.0735521     -0.0031484785487
           230.8020191            4.0807687               MQEAE4               MQD3E4          270.0136808      0.6060172374683                  nan            0.6054169   0.0006003374683003
           270.0136808            4.6861856               MQD3E4               MQEAE6          306.4724249      0.5436828938976                  nan            0.5427189   0.0009639938976004
           306.4724249            5.2289045               MQEAE6             MQTATNE1          354.4092937      0.7002371616182                  nan            0.7003273  -9.013838180061e-05
           354.4092937            5.9292318             MQTATNE1             MQTATNE2          397.7476034      0.4734623041608                  nan             0.472296      0.0011663041608
           397.7476034            6.4015278             MQTATNE2               MQEAE8          472.7108711      0.1684726223811                  nan            0.1684624   1.022238105988e-05
           472.7108711            7.5699902               MQEAE8               MQD3E8          511.9225329      0.6084086099897                  nan             0.605417     0.00299160998974
           511.9225329            8.1754072               MQD3E8              MQEAE10          548.3812769      0.5422057669812                  nan            0.5427188  -0.0005130330187995
           548.3812769             8.718126              MQEAE10              MQEAE11          597.0252838      0.6782114853536                  nan            0.6800007   -0.001789214646401
           597.0252838            9.3981267              MQEAE11              MQR2NE1          696.7698054      0.5218850215344                  nan            0.5224928  -0.0006077784656003
           696.7698054           10.9206195              MQR2NE1              MQFRNE3          753.3246054      0.6213601589952                  nan            0.6172843     0.00407585899517
           753.3246054           11.5379038              MQFRNE3              MQDRNE5          781.6020054      0.3139065495119                  nan            0.3185172   -0.004610650488069
           781.6020054            11.856421              MQDRNE5              MQEAE13           881.197528      0.3480191889807                  nan            0.3456713    0.002347888980699
            881.197528           13.2020923              MQEAE13              MQD3E12          947.4355886      0.0719247614376                  nan            0.0735521   -0.001627338562399
           947.4355886           14.2756444              MQD3E12              MQEAE16          983.8943327      0.5427286875796                  nan            0.5427189   9.787579599463e-06
           983.8943327           14.8183633              MQEAE16              MQD3E14         1023.1059944      0.6070737446466                  nan            0.6054169      0.0016568446466
          1023.1059944           15.4237802              MQD3E14              MQEAE18         1059.5647385      0.5428502204396                  nan            0.5427189   0.0001313204395993
          1059.5647385           15.9664991              MQEAE18             MQTANFE1         1107.5016074      0.7028032997523                  nan            0.7003272     0.00247609975229
          1107.5016074           16.6668263             MQTANFE1              MQD3E16         1189.3444407     0.09654080120331                  nan            0.0980397   -0.001498898796691
          1189.3444407            17.764866              MQD3E16              MQEAE20         1225.8031848      0.5415445070117                  nan            0.5427188   -0.001174292988299
          1225.8031848           18.3075848              MQEAE20              MQD3E18         1265.0148465      0.6044910414709                  nan             0.605417  -0.0009259585290994
          1265.0148465           18.9130018              MQD3E18              MQEAE22         1301.4735906      0.5448879703001                  nan            0.5427188    0.002169170300101
