@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_20_58.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_20_58.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:52:39"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.5438468038222201
@ Q2F %le 0.6114706137172647
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
             "MQLC7LE"           27.2720861                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8188740912948      0.1522825703846       0.657238378642      0.1072691503025                  nan                  nan                  nan                  nan
             "MQR2NE1"          696.7698054                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.4461672915372     0.05129701670381      0.9643366723487     0.07917356290009                  nan                  nan                  nan                  nan
             "MQFRNE3"          753.3246054                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8598705667556       0.187688510404      0.6393778161449      0.1858934957029                  nan                  nan                  nan                  nan
            "MQTANFE1"         1107.5016074                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan     0.03051298615639      0.2124497452907      0.2443296660912      0.1740238730771                  nan                  nan                  nan                  nan
               "MQI5E"         1418.7440064                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1621966218859     0.08995428265342      0.3102579301103      0.1390159855649                  nan                  nan                  nan                  nan
              "MQX2RE"         1494.6206604                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1510266386847     0.01622740464906       0.273184063052      0.1374311081694                  nan                  nan                  nan                  nan
               "MQM7E"         1608.8759522                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan       0.664318220223     0.03137464444538      0.8595861850284    0.002632282879039                  nan                  nan                  nan                  nan
             "MQEAE30"          1813.166033                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2137766148865    0.009527686401916      0.2661190819357     0.03831764647292                  nan                  nan                  nan                  nan
             "MQD3E29"         2065.4852081                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1715554978399     0.06648647257573      0.3491540878635     0.09979842395245                  nan                  nan                  nan                  nan
             "MQEAE35"         2104.6968698                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3073473936226      0.0306183517602      0.3059683073562      0.1464309426046                  nan                  nan                  nan                  nan
             "MQR2ORE"         2203.8099939                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7725215291267      0.1143403586075      0.5696211576102      0.1294158897758                  nan                  nan                  nan                  nan
             "MQEAE37"         2389.8065079                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.5344513812081     0.06708399129995      0.9538986276364     0.04949712940807                  nan                  nan                  nan                  nan
             "MQEAE39"         2465.4769137                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan        0.33896082792      0.1091594299252      0.1781317314604      0.1407865198397                  nan                  nan                  nan                  nan
             "MQEAE44"         2735.3901425                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7086296089703      0.1753013768876      0.8553139161622     0.05986090117676                  nan                  nan                  nan                  nan
             "MQLC3RE"         3003.3799331                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2881114393075      0.1452054884919      0.3411869883982     0.05495210029915                  nan                  nan                  nan                  nan
