@ Measure_optics:version %s "0.2.0"
@ Command %s "/usr/bin/python2 '/home/akoval/work_local/git/Beta-Beat.src/measure_optics.py' '--model' 'model/' '--accel' 'skekb' '--files' 'output/harmonic_output/HER_2019_05_20_18_28_32.sdds' '--output' 'output/phase_output/HER_2019_05_20_18_28_32.sdds/'"
@ CWD %s "/home/akoval/work_local/git/SKEKB_Kmod"
@ Date %s "14. June 2019, 13:56:43"
@ Model_directory %s "model/"
@ FILENAME %s "getcouple.out"
@ CG %le nan
@ CG_std %le nan
@ QG %le nan
@ Q1F %le 0.5436733439516476
@ Q2F %le 0.6111203238554305
*                 NAME                    S                COUNT               F1001W               FWSTD1               F1001R               F1001I               F1010W               FWSTD2               F1010R               F1010I                Q1001             Q1001STD                Q1010             Q1010STD            MDLF1001R            MDLF1001I            MDLF1010R            MDLF1010I
$                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le                  %le
            "MQTATNE2"          397.7476034                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2737841345932      0.1967387581625      0.3643230363704     0.03388849199589                  nan                  nan                  nan                  nan
             "MQEAE10"          548.3812769                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7775757805254      0.1544420062097      0.5740967615632     0.07724277734498                  nan                  nan                  nan                  nan
             "MQDRNE5"          781.6020054                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1990805601349    0.001916967933219      0.2486445317483     0.07457290450428                  nan                  nan                  nan                  nan
             "MQD3E12"          947.4355886                    1                  nan                    0                  nan                  nan                  nan                    0                  nan                  nan      0.5367738138944      0.1675864458282       0.291355869957     0.05874932809199                  nan                  nan                  nan                  nan
             "MQD3E18"         1265.0148465                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.2199363355135     0.09139887009694      0.1249360447381      0.1503653456866                  nan                  nan                  nan                  nan
             "MQD3E21"         1671.2575666                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7243711746344     0.06198936208475      0.7072273128355     0.03656120137776                  nan                  nan                  nan                  nan
             "MQEAE29"         1786.1396341                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.3302474941323      0.1351306321981       0.346469248678      0.1441583936033                  nan                  nan                  nan                  nan
            "MQTAFOE1"         1861.1278611                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.0603236695649     0.01005785151112      0.4928927531206     0.08964503141898                  nan                  nan                  nan                  nan
             "MQEAE45"         2784.0341494                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.7985506131812     0.03809208829219      0.7477802720965     0.02792926437859                  nan                  nan                  nan                  nan
             "MQD3E40"           2850.27221                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.8733370431589     0.07047531359077      0.5410564270659     0.05375552462619                  nan                  nan                  nan                  nan
             "MQLA2RE"         2920.9780873                    1                  nan                  nan                  nan                  nan                  nan                  nan                  nan                  nan      0.1390520880247      0.1301247847482      0.1665737216816      0.1884708093024                  nan                  nan                  nan                  nan
